,Neighborhood_Latitude,Neighborhood_Longitude,indian_Venue,indian_Venue_Latitude,indian_Venue_Longitude,Distance,Venue_Category,neigh_lat_lon
219,28.58730043,77.2199792,Dilli Dastarkhwan,28.59054382,77.22308848,471,Indian Restaurant,28.587300427729605-77.21997920440258
220,28.5871999,77.22611052,Delhi-o-Delhi,28.58928052,77.22584828,233,Indian Restaurant,28.587199904061315-77.22611051969096
221,28.5871999,77.22611052,tikka town,28.58622117,77.22647918,114,Indian Restaurant,28.587199904061315-77.22611051969096
222,28.5871999,77.22611052,Ganesha Sweets&Restaurants,28.586379,77.22625,92,Indian Restaurant,28.587199904061315-77.22611051969096
223,28.5871999,77.22611052,Jamun,28.584576,77.223303,400,Indian Restaurant,28.587199904061315-77.22611051969096
224,28.5871999,77.22611052,Carnatic Cafe,28.583904,77.2267,371,South Indian Restaurant,28.587199904061315-77.22611051969096
225,28.58689667,77.24450428,Monis Kada,28.591223,77.243997,484,Indian Restaurant,28.58689667234233-77.2445042765291
226,28.58689667,77.24450428,Vatika Grand,28.58412826,77.24849388,497,Indian Restaurant,28.58689667234233-77.2445042765291
227,28.58689667,77.24450428,"Kareems nizamuddin,  Delhi",28.59129904,77.24362203,497,Awadhi Restaurant,28.58689667234233-77.2445042765291
228,28.58679504,77.25063547,Comesum - The Food Junction,28.58970529,77.25321161,410,Indian Restaurant,28.5867950415488-77.25063546551166
229,28.58679504,77.25063547,Aneja,28.589415,77.252629,350,Indian Restaurant,28.5867950415488-77.25063546551166
230,28.58679504,77.25063547,Vatika Grand,28.58412826,77.24849388,363,Indian Restaurant,28.5867950415488-77.25063546551166
231,28.58679504,77.25063547,Papu Kachori Pakode,28.58260749,77.24972303,474,Indian Restaurant,28.5867950415488-77.25063546551166
232,28.58679504,77.25063547,Hyderabad House,28.58360197,77.24973426,366,Hyderabadi Restaurant,28.5867950415488-77.25063546551166
233,28.58669313,77.25676662,Comesum - The Food Junction,28.58970529,77.25321161,482,Indian Restaurant,28.5866931339871-77.25676662270195
234,28.58659095,77.26289775,Haldirams,28.5843049,77.26190724,272,Indian Restaurant,28.58659094966254-77.26289774801361
235,28.59273246,77.17408982,Bukhara,28.59691426,77.17335847,470,North Indian Restaurant,28.592732458163187-77.17408981560469
236,28.59273246,77.17408982,Pavilion,28.59717561,77.1735414,497,Indian Restaurant,28.592732458163187-77.17408981560469
237,28.59273246,77.17408982,Masala Art - Taj Palace Hotel,28.59500712,77.17060011,424,Indian Restaurant,28.592732458163187-77.17408981560469
238,28.59273246,77.17408982,ITC Maurya,28.59713,77.173643,491,Hotel,28.592732458163187-77.17408981560469
239,28.59253525,77.18635342,Pepper Bistro,28.59310401,77.18892217,258,Indian Restaurant,28.59253524796018-77.18635342469314
240,28.59243623,77.19248518,Sagar Ratna,28.59555141,77.1957636,472,Indian Restaurant,28.59243622754141-77.19248518294333
241,28.59243623,77.19248518,Pepper Bistro,28.59310401,77.18892217,356,Indian Restaurant,28.59243622754141-77.19248518294333
242,28.59233693,77.19861691,Sagar Ratna,28.59555141,77.1957636,453,Indian Restaurant,28.59233693025133-77.19861691021568
243,28.59193697,77.22314351,Delhi-o-Delhi,28.58928052,77.22584828,396,Indian Restaurant,28.591936972481204-77.22314350779916
244,28.59193697,77.22314351,Dilli Dastarkhwan,28.59054382,77.22308848,155,Indian Restaurant,28.591936972481204-77.22314350779916
245,28.59183629,77.22927508,Delhi-o-Delhi,28.58928052,77.22584828,439,Indian Restaurant,28.591836290912184-77.22927507888673
246,28.59183629,77.22927508,Dyal Singh College Canteen,28.59595267,77.22935895,458,Indian Restaurant,28.591836290912184-77.22927507888673
247,28.59173533,77.23540662,Indian Accent,28.59202584,77.23800557,256,Indian Restaurant,28.591735332503-77.23540661847825
248,28.59173533,77.23540662,Élan @ The Lodhi,28.59159873,77.23820746,274,Restaurant,28.591735332503-77.23540661847825
249,28.59173533,77.23540662,On The Waterfront,28.59206141,77.23795125,251,Hotel Bar,28.591735332503-77.23540661847825
250,28.59173533,77.23540662,The Lodhi Hotel,28.59166875,77.2381313,266,Hotel,28.591735332503-77.23540661847825
251,28.5916341,77.24153813,Indian Accent,28.59202584,77.23800557,348,Indian Restaurant,28.59163409725889-77.2415381264874
252,28.5916341,77.24153813,Karims,28.59139559,77.24365657,208,Indian Restaurant,28.59163409725889-77.2415381264874
253,28.5916341,77.24153813,Élan @ The Lodhi,28.59159873,77.23820746,325,Restaurant,28.59163409725889-77.2415381264874
254,28.5916341,77.24153813,On The Waterfront,28.59206141,77.23795125,353,Hotel Bar,28.59163409725889-77.2415381264874
255,28.5916341,77.24153813,The Lodhi Hotel,28.59166875,77.2381313,333,Hotel,28.59163409725889-77.2415381264874
256,28.5916341,77.24153813,Aap Ki Khatir,28.59286083,77.24133758,137,Indian Restaurant,28.59163409725889-77.2415381264874
257,28.5916341,77.24153813,Tahir Kabab Corner,28.59172882,77.24453692,293,Indian Restaurant,28.59163409725889-77.2415381264874
258,28.5916341,77.24153813,Slice of Italy,28.59301452,77.24201918,160,Pizza Place,28.59163409725889-77.2415381264874
259,28.59153259,77.2476696,Karims,28.59139559,77.24365657,392,Indian Restaurant,28.591532585185128-77.24766960282778
260,28.59153259,77.2476696,Tahir Kabab Corner,28.59172882,77.24453692,306,Indian Restaurant,28.591532585185128-77.24766960282778
261,28.5914308,77.25380105,Comesum - The Food Junction,28.58970529,77.25321161,200,Indian Restaurant,28.59143079628697-77.25380104741308
262,28.5914308,77.25380105,Aneja,28.589415,77.252629,251,Indian Restaurant,28.59143079628697-77.25380104741308
263,28.59737017,77.17725236,Dum Pukht,28.59719402,77.17328825,387,Indian Restaurant,28.597370172473-77.1772523577954
264,28.59737017,77.17725236,Bukhara,28.59691426,77.17335847,383,North Indian Restaurant,28.597370172473-77.1772523577954
265,28.59737017,77.17725236,Pavilion,28.59717561,77.1735414,363,Indian Restaurant,28.597370172473-77.1772523577954
266,28.59737017,77.17725236,ITC Maurya,28.59713,77.173643,353,Hotel,28.597370172473-77.1772523577954
267,28.59707347,77.19564849,Sagar Ratna,28.59555141,77.1957636,169,Indian Restaurant,28.59707346905839-77.19564849367352
268,28.59707347,77.19564849,The Oudh,28.59645303,77.19540351,73,Indian Restaurant,28.59707346905839-77.19564849367352
269,28.59707347,77.19564849,Ashoka hotel,28.59750443,77.19570673,48,Indian Restaurant,28.59707346905839-77.19564849367352
270,28.59707347,77.19564849,Odisha Niwas Canteen,28.60067001,77.1971835,427,Indian Restaurant,28.59707346905839-77.19564849367352
271,28.59707347,77.19564849,S Nom Nom,28.59709306,77.19641423,74,Chinese Restaurant,28.59707346905839-77.19564849367352
272,28.59677427,77.21404435,Dhaba by Claridges,28.60063337,77.21655357,494,North Indian Restaurant,28.59677427334272-77.21404435030978
273,28.59657342,77.2263081,Khan Chacha,28.60061825,77.22723729,459,Indian Restaurant,28.5965734249896-77.22630809844779
274,28.59657342,77.2263081,Wok In The Clouds,28.60050188,77.22722974,446,Indian Restaurant,28.5965734249896-77.22630809844779
275,28.59657342,77.2263081,The Big Chill Cafe,28.6006863,77.22763622,475,Italian Restaurant,28.5965734249896-77.22630809844779
276,28.59657342,77.2263081,Cafe Turtle,28.6001592,77.22723799,409,Café,28.5965734249896-77.22630809844779
277,28.59657342,77.2263081,Azam's Mughlai,28.60011004,77.22614797,394,Indian Restaurant,28.5965734249896-77.22630809844779
278,28.59657342,77.2263081,SODABOTTLEOPENERWALA,28.60014087,77.22627304,397,Irani Cafe,28.5965734249896-77.22630809844779
279,28.59647259,77.23243993,DGC Tea Hut On 14th,28.59525,77.232735,139,Indian Restaurant,28.59647258546586-77.23243992537179
280,28.59647259,77.23243993,Dyal Singh College Canteen,28.59595267,77.22935895,306,Indian Restaurant,28.59647258546586-77.23243992537179
281,28.59637147,77.23857172,Indian Accent,28.59202584,77.23800557,486,Indian Restaurant,28.596371469050972-77.23857172075067
282,28.59637147,77.23857172,On The Waterfront,28.59206141,77.23795125,483,Hotel Bar,28.596371469050972-77.23857172075067
283,28.59637147,77.23857172,Omya,28.596531,77.239589,101,Indian Restaurant,28.596371469050972-77.23857172075067
284,28.59637147,77.23857172,Aap Ki Khatir,28.59286083,77.24133758,475,Indian Restaurant,28.596371469050972-77.23857172075067
285,28.59627008,77.24470348,Omya,28.596531,77.239589,500,Indian Restaurant,28.5962700757502-77.244703484498
286,28.59627008,77.24470348,Slice of Italy,28.59301452,77.24201918,447,Pizza Place,28.5962700757502-77.244703484498
287,28.59616841,77.25083522,Karims Restaurant (J),28.595183,77.246263,460,Mughlai Restaurant,28.5961684055688-77.25083521652746
288,28.60200779,77.18041519,Captain's Kabab,28.6006016,77.17819751,267,Indian Restaurant,28.602007794928983-77.18041518702584
289,28.60190901,77.18654752,Lázeez Affaire,28.60223672,77.18604379,61,Indian Restaurant,28.601909013121155-77.18654751946768
290,28.60190901,77.18654752,Moti Mahal Delux,28.60167698,77.18710603,60,Indian Restaurant,28.601909013121155-77.18654751946768
291,28.60190901,77.18654752,Jakoi,28.60523883,77.18758138,384,Indian Restaurant,28.601909013121155-77.18654751946768
292,28.60190901,77.18654752,Al Kauser,28.60540083,77.18796189,412,Indian Restaurant,28.601909013121155-77.18654751946768
293,28.60190901,77.18654752,Sanadige,28.601969,77.18702,46,Karnataka Restaurant,28.601909013121155-77.18654751946768
294,28.60180995,77.19267982,Pure Punjabi,28.59972678,77.18990617,356,Indian Restaurant,28.60180995432965-77.1926798210064
295,28.60180995,77.19267982,Odisha Niwas Canteen,28.60067001,77.1971835,458,Indian Restaurant,28.60180995432965-77.1926798210064
296,28.60171062,77.19881209,Odisha Niwas Canteen,28.60067001,77.1971835,196,Indian Restaurant,28.60171061855959-77.19881209155558
297,28.60141095,77.21720872,Dhaba by Claridges,28.60063337,77.21655357,107,North Indian Restaurant,28.60141094942985-77.21720871640207
298,28.60141095,77.21720872,The Claridges,28.60070547,77.21660146,98,Hotel,28.60141094942985-77.21720871640207
299,28.60131051,77.22334086,Varq | वर्क,28.60454695,77.223781,362,Indian Restaurant,28.60131050579737-77.2233408621292
300,28.60131051,77.22334086,Khan Chacha,28.60061825,77.22723729,388,Indian Restaurant,28.60131050579737-77.2233408621292
301,28.60131051,77.22334086,Wok In The Clouds,28.60050188,77.22722974,390,Indian Restaurant,28.60131050579737-77.2233408621292
302,28.60131051,77.22334086,The Big Chill Cafe,28.6006863,77.22763622,425,Italian Restaurant,28.60131050579737-77.2233408621292
303,28.60131051,77.22334086,Cafe Turtle,28.6001592,77.22723799,401,Café,28.60131050579737-77.2233408621292
304,28.60131051,77.22334086,Azam's Mughlai,28.60011004,77.22614797,305,Indian Restaurant,28.60131050579737-77.2233408621292
305,28.60131051,77.22334086,Taj Ambassador,28.60087034,77.22829799,486,Indian Restaurant,28.60131050579737-77.2233408621292
306,28.60131051,77.22334086,SODABOTTLEOPENERWALA,28.60014087,77.22627304,314,Irani Cafe,28.60131050579737-77.2233408621292
307,28.60120979,77.22947298,Khan Chacha,28.60061825,77.22723729,228,Indian Restaurant,28.60120978521229-77.22947297643482
308,28.60120979,77.22947298,Wok In The Clouds,28.60050188,77.22722974,232,Indian Restaurant,28.60120978521229-77.22947297643482
309,28.60120979,77.22947298,The Big Chill Cafe,28.6006863,77.22763622,188,Italian Restaurant,28.60120978521229-77.22947297643482
310,28.60120979,77.22947298,Cafe Turtle,28.6001592,77.22723799,247,Café,28.60120978521229-77.22947297643482
311,28.60120979,77.22947298,Taj Ambassador,28.60087034,77.22829799,120,Indian Restaurant,28.60120978521229-77.22947297643482
312,28.60120979,77.22947298,Yellow Brick Road,28.60200915,77.22911008,95,Coffee Shop,28.60120978521229-77.22947297643482
313,28.60120979,77.22947298,Azam's Mughlai,28.60011004,77.22614797,347,Indian Restaurant,28.60120978521229-77.22947297643482
314,28.60120979,77.22947298,SODABOTTLEOPENERWALA,28.60014087,77.22627304,334,Irani Cafe,28.60120978521229-77.22947297643482
315,28.60100751,77.24173711,Masala House,28.60233882,77.24130952,153,North Indian Restaurant,28.60100751320528-77.24173711043599
316,28.60100751,77.24173711,Sunder Nagar,28.60228218,77.24079874,168,Indian Restaurant,28.60100751320528-77.24173711043599
317,28.60100751,77.24173711,Nathu's,28.60247265,77.24077068,188,Indian Restaurant,28.60100751320528-77.24173711043599
318,28.60100751,77.24173711,Kamal Restaurant,28.60235,77.240698,180,Indian Restaurant,28.60100751320528-77.24173711043599
319,28.60059965,77.266265,duggale snacks point,28.60206795,77.26540375,183,Indian Restaurant,28.600599645991192-77.26626499757926
320,28.60664533,77.1835783,Jakoi,28.60523883,77.18758138,421,Indian Restaurant,28.60664532548869-77.18357830338243
321,28.60664533,77.1835783,Al Kauser,28.60540083,77.18796189,450,Indian Restaurant,28.60664532548869-77.18357830338243
322,28.60654639,77.18971089,Al Kauser,28.60540083,77.18796189,213,Indian Restaurant,28.606546386026316-77.18971089212786
323,28.60654639,77.18971089,Jakoi,28.60523883,77.18758138,253,Indian Restaurant,28.606546386026316-77.18971089212786
324,28.60604753,77.22037337,Varq | वर्क,28.60454695,77.223781,372,Indian Restaurant,28.60604753329673-77.2203733698446
325,28.60604753,77.22037337,queen's kitchen,28.60336596,77.22380705,449,Multicuisine Indian Restaurant,28.60604753329673-77.2203733698446
326,28.60594693,77.22650577,Varq | वर्क,28.60454695,77.223781,308,Indian Restaurant,28.60594693170356-77.22650577158095
327,28.60594693,77.22650577,Gulati Restaurant,28.60801014,77.22998866,410,Indian Restaurant,28.60594693170356-77.22650577158095
328,28.60594693,77.22650577,Havemore,28.6080328,77.22994998,408,Indian Restaurant,28.60594693170356-77.22650577158095
329,28.60594693,77.22650577,Chicken Inn,28.6078914,77.22975189,384,Indian Restaurant,28.60594693170356-77.22650577158095
330,28.60594693,77.22650577,Pandara Rd,28.60799983,77.22989797,402,Indian Restaurant,28.60594693170356-77.22650577158095
331,28.60594693,77.22650577,Chor Bizzare,28.608837,77.229894,461,Indian Restaurant,28.60594693170356-77.22650577158095
332,28.60584605,77.23263814,Gulati Restaurant,28.60801014,77.22998866,353,Indian Restaurant,28.605846053106777-77.23263814184665
333,28.60584605,77.23263814,Havemore,28.6080328,77.22994998,358,Indian Restaurant,28.605846053106777-77.23263814184665
334,28.60584605,77.23263814,Chicken Inn,28.6078914,77.22975189,362,Indian Restaurant,28.605846053106777-77.23263814184665
335,28.60584605,77.23263814,Pandara Rd,28.60799983,77.22989797,359,Indian Restaurant,28.605846053106777-77.23263814184665
336,28.60584605,77.23263814,Chor Bizzare,28.608837,77.229894,427,Indian Restaurant,28.605846053106777-77.23263814184665
337,28.6057449,77.23877048,Masala House,28.60233882,77.24130952,453,North Indian Restaurant,28.60574489751164-77.23877048055535
338,28.6057449,77.23877048,Nathu's,28.60247265,77.24077068,413,Indian Restaurant,28.60574489751164-77.23877048055535
339,28.6057449,77.23877048,Kamal Restaurant,28.60235,77.240698,422,Indian Restaurant,28.60574489751164-77.23877048055535
340,28.6057449,77.23877048,Sunder Nagar,28.60228218,77.24079874,433,Indian Restaurant,28.60574489751164-77.23877048055535
341,28.60533751,77.26329952,duggale snacks point,28.60206795,77.26540375,418,Indian Restaurant,28.60533750525281-77.2632995180918
342,28.60492568,77.28782804,Gun Powder Restaurant,28.605584,77.289097,144,Indian Restaurant,28.60492568144317-77.28782804380405
343,28.60492568,77.28782804,Mitraan Di Chaap,28.60409423,77.29258386,473,North Indian Restaurant,28.60492568144317-77.28782804380405
344,28.61088471,77.2112729,Punjabi Nawab's - Best Western Taurus,28.61285664,77.21431732,369,Chinese Restaurant,28.610884712931934-77.21127290094448
345,28.61078451,77.21740562,Punjabi Nawab's - Best Western Taurus,28.61285664,77.21431732,379,Chinese Restaurant,28.61078450744893-77.21740562150757
346,28.61078451,77.21740562,Ardor Catering Company,28.61372314,77.21543312,379,Restaurant,28.61078450744893-77.21740562150757
347,28.61058327,77.22967097,Gulati Restaurant,28.60801014,77.22998866,288,Indian Restaurant,28.610583265292995-77.2296709685066
348,28.61058327,77.22967097,Havemore,28.6080328,77.22994998,285,Indian Restaurant,28.610583265292995-77.2296709685066
349,28.61058327,77.22967097,Chicken Inn,28.6078914,77.22975189,299,Indian Restaurant,28.610583265292995-77.2296709685066
350,28.61058327,77.22967097,Pandara Rd,28.60799983,77.22989797,288,Indian Restaurant,28.610583265292995-77.2296709685066
351,28.61058327,77.22967097,Chor Bizzare,28.608837,77.229894,195,Indian Restaurant,28.610583265292995-77.2296709685066
352,28.61038091,77.24193619,Café Lota,28.61317651,77.24207085,311,Indian Restaurant,28.6103809149187-77.24193618942658
353,28.61038091,77.24193619,Babu Shahi Bawarchi,28.61271858,77.2407608,284,Indian Restaurant,28.6103809149187-77.24193618942658
354,28.60966396,77.28486346,Green Leaf Restaurant,28.61206547,77.28783131,394,Indian Restaurant,28.60966396199812-77.28486345979313
355,28.61542106,77.22057059,eau de Monsoon,28.61878058,77.21817255,441,Indian Restaurant,28.615421064765503-77.22057059377686
356,28.61542106,77.22057059,Masala Library,28.618814,77.21809,448,Indian Restaurant,28.615421064765503-77.22057059377686
357,28.61542106,77.22057059,Le Méridien,28.61879006,77.2180082,450,Hotel,28.615421064765503-77.22057059377686
358,28.61542106,77.22057059,ఆంధ్ర భవన్ (Andhra Bhavan),28.61965663,77.21996069,475,Indian Restaurant,28.615421064765503-77.22057059377686
359,28.61532042,77.22670354,Andhra Bhavan Canteen,28.61709452,77.22572098,219,Indian Restaurant,28.61532042419976-77.22670353912598
360,28.61532042,77.22670354,Maharashtra Bhawan Canteen,28.61812166,77.22878075,372,Indian Restaurant,28.61532042419976-77.22670353912598
361,28.61532042,77.22670354,CSOI club,28.61902186,77.22701457,413,Indian Restaurant,28.61532042419976-77.22670353912598
362,28.61511831,77.23896934,Café Lota,28.61317651,77.24207085,372,Indian Restaurant,28.61511831174101-77.23896933529032
363,28.61511831,77.23896934,Babu Shahi Bawarchi,28.61271858,77.2407608,319,Indian Restaurant,28.61511831174101-77.23896933529032
364,28.61501684,77.24510219,Café Lota,28.61317651,77.24207085,360,Indian Restaurant,28.61501683985851-77.2451021859327
365,28.61501684,77.24510219,Babu Shahi Bawarchi,28.61271858,77.2407608,495,Indian Restaurant,28.61501683985851-77.2451021859327
366,28.61440219,77.28189862,Haldiram's,28.617935,77.279686,448,North Indian Restaurant,28.614402189752635-77.28189862018453
367,28.61440219,77.28189862,Mangey Da Dhaba,28.61825901,77.28305684,444,Indian Restaurant,28.614402189752635-77.28189862018453
368,28.61440219,77.28189862,Anna Madras Cafe,28.61841584,77.28305684,460,Indian Restaurant,28.614402189752635-77.28189862018453
369,28.61440219,77.28189862,Punjabi Rasoi,28.61745222,77.28538536,481,Indian Restaurant,28.614402189752635-77.28189862018453
370,28.61429878,77.28803125,Green Leaf Restaurant,28.61206547,77.28783131,249,Indian Restaurant,28.614298778316176-77.2880312468195
371,28.61429878,77.28803125,Punjabi Rasoi,28.61745222,77.28538536,435,Indian Restaurant,28.614298778316176-77.2880312468195
372,28.62045795,77.19920273,Tee pee o,28.62399466,77.20232115,497,Indian Restaurant,28.62045795261516-77.19920273395377
373,28.62035826,77.20533606,Tee pee o,28.62399466,77.20232115,500,Indian Restaurant,28.6203582626773-77.20533606073506
374,28.6202583,77.21146936,U N I canteen,28.62164862,77.21349969,251,Indian Restaurant,28.62025829555673-77.21146935633058
375,28.6202583,77.21146936,Soul Punjab,28.62100476,77.21643592,492,Indian Restaurant,28.62025829555673-77.21146935633058
376,28.62015805,77.21760262,eau de Monsoon,28.61878058,77.21817255,163,Indian Restaurant,28.620158051258663-77.2176026206538
377,28.62015805,77.21760262,Masala Library,28.618814,77.21809,157,Indian Restaurant,28.620158051258663-77.2176026206538
378,28.62015805,77.21760262,Tamra,28.62054318,77.21817446,70,Restaurant,28.620158051258663-77.2176026206538
379,28.62015805,77.21760262,Le Méridien,28.61879006,77.2180082,157,Hotel,28.620158051258663-77.2176026206538
380,28.62015805,77.21760262,Swagath,28.6214987,77.2185805,177,Indian Restaurant,28.620158051258663-77.2176026206538
381,28.62015805,77.21760262,ఆంధ్ర భవన్ (Andhra Bhavan),28.61965663,77.21996069,237,Indian Restaurant,28.620158051258663-77.2176026206538
382,28.62005753,77.22373585,Andhra Bhavan Canteen,28.61709452,77.22572098,382,Indian Restaurant,28.62005752978829-77.22373585361834
383,28.62005753,77.22373585,CSOI club,28.61902186,77.22701457,340,Indian Restaurant,28.62005752978829-77.22373585361834
384,28.62005753,77.22373585,ఆంధ్ర భవన్ (Andhra Bhavan),28.61965663,77.21996069,371,Indian Restaurant,28.62005752978829-77.22373585361834
385,28.61995673,77.22986906,Canteen Doordarshan Bhawan,28.61971623,77.229881,26,Indian Restaurant,28.61995673115085-77.22986905513767
386,28.61995673,77.22986906,Maharashtra Bhawan Canteen,28.61812166,77.22878075,230,Indian Restaurant,28.61995673115085-77.22986905513767
387,28.61995673,77.22986906,CSOI club,28.61902186,77.22701457,297,Indian Restaurant,28.61995673115085-77.22986905513767
388,28.6197543,77.24213536,Aahar,28.62143491,77.24197746,187,Indian Restaurant,28.619754302395712-77.242135363495
389,28.61914036,77.27893352,Haldiram's,28.617935,77.279686,153,North Indian Restaurant,28.619140364668013-77.27893352489187
390,28.61914036,77.27893352,Anna Madras Cafe,28.61841584,77.28305684,410,Indian Restaurant,28.619140364668013-77.27893352489187
391,28.61914036,77.27893352,Mangey Da Dhaba,28.61825901,77.28305684,414,Indian Restaurant,28.619140364668013-77.27893352489187
392,28.61903707,77.28506644,Punjabi Rasoi,28.61745222,77.28538536,179,Indian Restaurant,28.619037071764254-77.28506643951444
393,28.61903707,77.28506644,Anna Madras Cafe,28.61841584,77.28305684,208,Indian Restaurant,28.619037071764254-77.28506643951444
394,28.61903707,77.28506644,Mangey Da Dhaba,28.61825901,77.28305684,214,Indian Restaurant,28.619037071764254-77.28506643951444
395,28.62509496,77.20236726,Tee pee o,28.62399466,77.20232115,122,Indian Restaurant,28.62509495729425-77.20236725613235
396,28.62499511,77.20850084,Bikanervala,28.62661751,77.20944051,202,Indian Restaurant,28.62499510943479-77.20850083931772
397,28.62489498,77.21463439,FIRE,28.62873718,77.21649768,464,Indian Restaurant,28.624894984341584-77.21463439126816
398,28.62489498,77.21463439,The Imperial,28.62554804,77.21866352,400,Hotel,28.624894984341584-77.21463439126816
399,28.62489498,77.21463439,"Daniell's Tavern, The Imperial New Delhi",28.625634,77.218059,344,Indian Restaurant,28.624894984341584-77.21463439126816
400,28.62489498,77.21463439,Daniell's Tavern,28.62568579,77.21813138,352,Indian Restaurant,28.624894984341584-77.21463439126816
401,28.62489498,77.21463439,The Park Hotel,28.62873117,77.21650745,464,Hotel,28.624894984341584-77.21463439126816
402,28.62479458,77.22076791,HOTEL SARAVANA BHAVAN,28.62704115,77.21951363,278,South Indian Restaurant,28.62479458201985-77.22076791189724
403,28.62479458,77.22076791,Anand Biryani House,28.62913639,77.22012996,487,Indian Restaurant,28.62479458201985-77.22076791189724
404,28.62479458,77.22076791,The Imperial,28.62554804,77.21866352,222,Hotel,28.62479458201985-77.22076791189724
405,28.62479458,77.22076791,Daniell's Tavern,28.62568579,77.21813138,276,Indian Restaurant,28.62479458201985-77.22076791189724
406,28.62479458,77.22076791,"Daniell's Tavern, The Imperial New Delhi",28.625634,77.218059,280,Indian Restaurant,28.62479458201985-77.22076791189724
407,28.62479458,77.22076791,Parikrama - The Revolving Restaurant,28.62877339,77.2229485,491,Indian Restaurant,28.62479458201985-77.22076791189724
408,28.62479458,77.22076791,The Imperial The Spice Route New Delhi,28.62842409,77.2202647,407,Indian Restaurant,28.62479458201985-77.22076791189724
409,28.62479458,77.22076791,Swagath,28.6214987,77.2185805,424,Indian Restaurant,28.62479458201985-77.22076791189724
410,28.62479458,77.22076791,Shiv Sagar,28.62715047,77.21952762,288,North Indian Restaurant,28.62479458201985-77.22076791189724
411,28.62479458,77.22076791,The Masala Trail,28.627385,77.219497,313,Multicuisine Indian Restaurant,28.62479458201985-77.22076791189724
412,28.6246939,77.2269014,Punjabi By Nature,28.62695131,77.22999327,392,Indian Restaurant,28.6246939024748-77.22690140111844
413,28.6246939,77.2269014,Kaffa,28.62850142,77.22569326,439,Indian Restaurant,28.6246939024748-77.22690140111844
414,28.6246939,77.2269014,Legends of India,28.62870162,77.22595149,455,Indian Restaurant,28.6246939024748-77.22690140111844
415,28.62459295,77.23303486,Punjabi By Nature,28.62695131,77.22999327,396,Indian Restaurant,28.624592945711644-77.2330348588453
416,28.62449171,77.23916828,Aahar,28.62143491,77.24197746,437,Indian Restaurant,28.62449171173566-77.23916828499136
417,28.6243902,77.24530168,Aahar,28.62143491,77.24197746,462,Indian Restaurant,28.62439020055209-77.24530167947013
418,28.62387849,77.27596817,Laxmi Vaishno Dhaba,28.62615711,77.27769264,304,Indian Restaurant,28.62387848670554-77.27596817382872
419,28.62387849,77.27596817,shree bhog pure veg restaurant,28.627424,77.279008,493,Indian Restaurant,28.62387848670554-77.27596817382872
420,28.63003022,77.18713036,Gola sizzlers,28.63377013,77.18979948,491,Indian Restaurant,28.630030223555263-77.18713036018694
421,28.62973187,77.20553207,Chutney,28.63136684,77.20805372,306,Indian Restaurant,28.629731869810577-77.20553206590667
422,28.62973187,77.20553207,Sarvam Safari,28.63202765,77.20744735,316,Indian Restaurant,28.629731869810577-77.20553206590667
423,28.62973187,77.20553207,Kaleva,28.6332986,77.20848838,490,Snack Place,28.629731869810577-77.20553206590667
424,28.62973187,77.20553207,Hotel Metropolitan Delhi,28.63155782,77.20788696,307,Hotel,28.629731869810577-77.20553206590667
425,28.62963186,77.21166591,Jain Chawal Wale,28.63176343,77.21591942,478,Indian Restaurant,28.6296318639755-77.21166590553347
426,28.62963186,77.21166591,FIRE,28.62873718,77.21649768,482,Indian Restaurant,28.6296318639755-77.21166590553347
427,28.62963186,77.21166591,Bikanervala,28.6297875,77.21315416,146,Indian Restaurant,28.6296318639755-77.21166590553347
428,28.62963186,77.21166591,Dilli Ke Pakwaan,28.63072499,77.21453697,305,Indian Restaurant,28.6296318639755-77.21166590553347
429,28.62963186,77.21166591,Bikanervala,28.62661751,77.20944051,399,Indian Restaurant,28.6296318639755-77.21166590553347
430,28.62963186,77.21166591,Chutney,28.63136684,77.20805372,402,Indian Restaurant,28.6296318639755-77.21166590553347
431,28.62963186,77.21166591,Indian Coffee House,28.63075593,77.21605435,446,Café,28.6296318639755-77.21166590553347
432,28.62963186,77.21166591,G,28.63127367,77.21608784,469,Indian Restaurant,28.6296318639755-77.21166590553347
433,28.62963186,77.21166591,Sarvam Safari,28.63202765,77.20744735,490,Indian Restaurant,28.6296318639755-77.21166590553347
434,28.62963186,77.21166591,Hotel Metropolitan Delhi,28.63155782,77.20788696,426,Hotel,28.6296318639755-77.21166590553347
435,28.62963186,77.21166591,The Park Hotel,28.62873117,77.21650745,483,Hotel,28.6296318639755-77.21166590553347
436,28.62953158,77.21779971,Rajdhani Thali,28.62999946,77.22040113,259,Indian Restaurant,28.629531580855645-77.21779971387623
437,28.62953158,77.21779971,HOTEL SARAVANA BHAVAN,28.62704115,77.21951363,323,South Indian Restaurant,28.629531580855645-77.21779971387623
438,28.62953158,77.21779971,Jain Chawal Wale,28.63176343,77.21591942,308,Indian Restaurant,28.629531580855645-77.21779971387623
439,28.62953158,77.21779971,HOTEL SARAVANA BHAVAN,28.63231947,77.21644532,337,South Indian Restaurant,28.629531580855645-77.21779971387623
440,28.62953158,77.21779971,Kwality Restaurant,28.62974365,77.2174313,43,Indian Restaurant,28.629531580855645-77.21779971387623
441,28.62953158,77.21779971,Anand Biryani House,28.62913639,77.22012996,231,Indian Restaurant,28.629531580855645-77.21779971387623
442,28.62953158,77.21779971,United Coffee House,28.63247672,77.22111998,461,Indian Restaurant,28.629531580855645-77.21779971387623
